"Always equal to ACS Summary File identification"	"State Postal Abbreviation"	"Summary Level"	"Geographic Component"	"US"	"Census Region"	"Census Division"	"State (FIPS Code)"	"County of current residence"	"County Subdivision (FIPS)"	"Place (FIPS Code)"	"Census Tract"	"Block Group"	"Consolidated City"	"American Indian Area/Alaska Native Area/ Hawaiian Home Land (Census)"	"American Indian Area/Alaska Native Area/ Hawaiian Home Land (FIPS)"	"American Indian Trust Land/Hawaiian Home Land Indicator"	"American Indian Tribal Subdivision (FIPS)"	"Alaska Native Regional Corporation (FIPS)"	"Metropolitan and Micropolitan Statistical Area"	"Combined Statistical Area"	"Metropolitan Statistical Area-Metropolitan Division"	"Metropolitan Area Central City"	"Metropolitan/Micropolitan Indicator Flag"	"New England City and Town Area"	"New England City and Town Combined Statistical Area"	"New England City and Town Area Division"	"Urban Area"	"Current Congressional District ***"	"State Legislative District Upper"	"State Legislative District Lower"	"5-digit ZIP Code Tabulation Area"	"Subminor Civil Division (FIPS)"	"State-School District (Elementary)"	"State-School District (Secondary)"	"State-School District (Unified)"	"Urban/Rural"	"Principal City Indicator"	"Public Use Microdata Area – 5% File"	"Geographic Identifier"	"Area Name"	"Tribal Tract"	"Tribal Block Group"	"Qualifying Name"	"FIPS"	"Area (Land)"	"Area (Water)"	"Place (State FIPS + Place FIPS)"	"ZIP Code Tabulation Area (3-digit)"	"Total Population"	"Population Density (Per Sq. Mile)"	"Area (Land)"
Geo_FILEID	Geo_STUSAB	Geo_SUMLEV	Geo_GEOCOMP	Geo_US	Geo_REGION	Geo_DIVISION	Geo_STATE	Geo_COUNTY	Geo_COUSUB	Geo_PLACE	Geo_TRACT	Geo_BLKGRP	Geo_CONCIT	Geo_AIANHH	Geo_AIANHHFP	Geo_AIHHTLI	Geo_AITS	Geo_ANRC	Geo_CBSA	Geo_CSA	Geo_METDIV	Geo_MACC	Geo_MEMI	Geo_NECTA	Geo_CNECTA	Geo_NECTADIV	Geo_UA	Geo_CDCURR	Geo_SLDU	Geo_SLDL	Geo_ZCTA5	Geo_SUBMCD	Geo_SDELM	Geo_SDSEC	Geo_SDUNI	Geo_UR	Geo_PCI	Geo_PUMA5	Geo_GEOID	Geo_NAME	Geo_BTTR	Geo_BTBG	Geo_QName	Geo_FIPS	Geo_AREALAND	Geo_AREAWATR	Geo_PLACESE	Geo_ZCTA3	SE_A00002_001	SE_A00002_002	SE_A00002_003
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"602402"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6024.02"	""	""	"Census Tract 6024.02, Los Angeles County, California"	"06037602402"	"1320909"	"0"	""	""	7250	14215.52	0.510005837864886
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"602403"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6024.03"	""	""	"Census Tract 6024.03, Los Angeles County, California"	"06037602403"	"585730"	"0"	""	""	4386	19394.07	0.226151626957345
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"602404"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6024.04"	""	""	"Census Tract 6024.04, Los Angeles County, California"	"06037602404"	"645772"	"0"	""	""	5901	23667.05	0.249333973748141
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"602504"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6025.04"	""	""	"Census Tract 6025.04, Los Angeles County, California"	"06037602504"	"321450"	"0"	""	""	4877	39294.98	0.124112544150784
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"602505"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6025.05"	""	""	"Census Tract 6025.05, Los Angeles County, California"	"06037602505"	"323592"	"0"	""	""	4523	36201.5	0.124939575009614
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"602506"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6025.06"	""	""	"Census Tract 6025.06, Los Angeles County, California"	"06037602506"	"324666"	"0"	""	""	4135	32986.52	0.125354248745554
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"602507"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6025.07"	""	""	"Census Tract 6025.07, Los Angeles County, California"	"06037602507"	"322627"	"0"	""	""	5233	42009.53	0.124566986410748
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"602510"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6025.10"	""	""	"Census Tract 6025.10, Los Angeles County, California"	"06037602510"	"324581"	"0"	""	""	3638	29029.35	0.12532143006068
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"602511"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6025.11"	""	""	"Census Tract 6025.11, Los Angeles County, California"	"06037602511"	"341758"	"0"	""	""	4444	33678.53	0.131953507120496
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"602512"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6025.12"	""	""	"Census Tract 6025.12, Los Angeles County, California"	"06037602512"	"301648"	"0"	""	""	1926	16536.88	0.116466948881616
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"602513"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6025.13"	""	""	"Census Tract 6025.13, Los Angeles County, California"	"06037602513"	"1787359"	"11775"	""	""	1660	2405.437	0.690103197389332
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"602601"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6026.01"	""	""	"Census Tract 6026.01, Los Angeles County, California"	"06037602601"	"1267202"	"31037"	""	""	5072	10366.48	0.489269448352656
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"602602"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6026.02"	""	""	"Census Tract 6026.02, Los Angeles County, California"	"06037602602"	"632412"	"16478"	""	""	2839	11626.88	0.244175648690264
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"602700"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6027"	""	""	"Census Tract 6027, Los Angeles County, California"	"06037602700"	"2471440"	"11599"	""	""	3631	3805.169	0.954228359359194
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"602801"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6028.01"	""	""	"Census Tract 6028.01, Los Angeles County, California"	"06037602801"	"1253728"	"0"	""	""	4052	8370.74	0.484067107646831
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"602802"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6028.02"	""	""	"Census Tract 6028.02, Los Angeles County, California"	"06037602802"	"1335288"	"0"	""	""	4637	8994.146	0.515557601039078
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"602900"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6029"	""	""	"Census Tract 6029, Los Angeles County, California"	"06037602900"	"2796885"	"1146"	""	""	4115	3810.597	1.07988338169907
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"603004"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6030.04"	""	""	"Census Tract 6030.04, Los Angeles County, California"	"06037603004"	"225573"	"0"	""	""	1712	19656.87	0.0870942259191935
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"603005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6030.05"	""	""	"Census Tract 6030.05, Los Angeles County, California"	"06037603005"	"650731"	"0"	""	""	6482	25799.14	0.25124865443392
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"603006"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6030.06"	""	""	"Census Tract 6030.06, Los Angeles County, California"	"06037603006"	"687534"	"0"	""	""	1864	7021.816	0.265458372780106
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"603007"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6030.07"	""	""	"Census Tract 6030.07, Los Angeles County, California"	"06037603007"	"670251"	"0"	""	""	3473	13420.39	0.25878536888974
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"603008"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6030.08"	""	""	"Census Tract 6030.08, Los Angeles County, California"	"06037603008"	"468177"	"0"	""	""	4133	22864.04	0.180764157980655
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"603101"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6031.01"	""	""	"Census Tract 6031.01, Los Angeles County, California"	"06037603101"	"881550"	"0"	""	""	4735	13911.4	0.340368372363115
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"603102"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6031.02"	""	""	"Census Tract 6031.02, Los Angeles County, California"	"06037603102"	"745751"	"0"	""	""	3859	13402.28	0.287936083101543
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"603200"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6032"	""	""	"Census Tract 6032, Los Angeles County, California"	"06037603200"	"1105763"	"33318"	""	""	3368	7888.743	0.426937499324321
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"603301"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6033.01"	""	""	"Census Tract 6033.01, Los Angeles County, California"	"06037603301"	"974749"	"0"	""	""	3461	9196.161	0.37635270897008
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"603302"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6033.02"	""	""	"Census Tract 6033.02, Los Angeles County, California"	"06037603302"	"1124528"	"10554"	""	""	4117	9482.184	0.434182706638023
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"603400"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6034"	""	""	"Census Tract 6034, Los Angeles County, California"	"06037603400"	"1134323"	"0"	""	""	3836	8758.699	0.437964577442058
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"603500"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6035"	""	""	"Census Tract 6035, Los Angeles County, California"	"06037603500"	"794497"	"1096"	""	""	2987	9737.349	0.306757019723644
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"603600"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6036"	""	""	"Census Tract 6036, Los Angeles County, California"	"06037603600"	"937511"	"0"	""	""	4324	11945.58	0.361975036177774
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"603702"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6037.02"	""	""	"Census Tract 6037.02, Los Angeles County, California"	"06037603702"	"2534640"	"73247"	""	""	5015	5124.511	0.978630016818611
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"603703"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6037.03"	""	""	"Census Tract 6037.03, Los Angeles County, California"	"06037603703"	"651955"	"0"	""	""	2542	10098.47	0.251721243496109
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"603705"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6037.05"	""	""	"Census Tract 6037.05, Los Angeles County, California"	"06037603705"	"270905"	"0"	""	""	2824	26998.86	0.104597009715875
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"603706"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6037.06"	""	""	"Census Tract 6037.06, Los Angeles County, California"	"06037603706"	"353446"	"20544"	""	""	3366	24665.44	0.136466269341788
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"603801"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6038.01"	""	""	"Census Tract 6038.01, Los Angeles County, California"	"06037603801"	"666616"	"0"	""	""	4827	18754.23	0.257381887483649
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"603802"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6038.02"	""	""	"Census Tract 6038.02, Los Angeles County, California"	"06037603802"	"630818"	"0"	""	""	3941	16180.8	0.243560201823329
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"603901"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6039.01"	""	""	"Census Tract 6039.01, Los Angeles County, California"	"06037603901"	"735668"	"0"	""	""	3685	12973.39	0.284043014871111
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"603902"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6039.02"	""	""	"Census Tract 6039.02, Los Angeles County, California"	"06037603902"	"751354"	"0"	""	""	3211	11068.62	0.290099413588017
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"604001"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6040.01"	""	""	"Census Tract 6040.01, Los Angeles County, California"	"06037604001"	"659021"	"0"	""	""	5151	20243.71	0.254449441464594
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"604002"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6040.02"	""	""	"Census Tract 6040.02, Los Angeles County, California"	"06037604002"	"650674"	"0"	""	""	3819	15201.41	0.251226646609946
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"604101"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6041.01"	""	""	"Census Tract 6041.01, Los Angeles County, California"	"06037604101"	"480268"	"0"	""	""	4108	22153.61	0.185432519378468
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"604102"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6041.02"	""	""	"Census Tract 6041.02, Los Angeles County, California"	"06037604102"	"533455"	"0"	""	""	2811	13647.74	0.205968135759702
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"604200"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6042"	""	""	"Census Tract 6042, Los Angeles County, California"	"06037604200"	"1256627"	"929"	""	""	5802	11958.29	0.485186417852129
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"609900"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6099"	""	""	"Census Tract 6099, Los Angeles County, California"	"06037609900"	"531815"	"0"	""	""	1758	8561.622	0.205334928192718
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"620001"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6200.01"	""	""	"Census Tract 6200.01, Los Angeles County, California"	"06037620001"	"1163578"	"0"	""	""	4338	9655.879	0.449259996571413
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"620002"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6200.02"	""	""	"Census Tract 6200.02, Los Angeles County, California"	"06037620002"	"1184742"	"0"	""	""	3637	7950.918	0.457431463002917
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"620101"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6201.01"	""	""	"Census Tract 6201.01, Los Angeles County, California"	"06037620101"	"1335926"	"3064"	""	""	5482	10628.07	0.515803934226722
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"620102"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6201.02"	""	""	"Census Tract 6201.02, Los Angeles County, California"	"06037620102"	"871913"	"0"	""	""	3624	10764.97	0.336647505702729
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"620201"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6202.01"	""	""	"Census Tract 6202.01, Los Angeles County, California"	"06037620201"	"229583"	"183201"	""	""	1603	18083.88	0.0886424956409064
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"620301"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6203.01"	""	""	"Census Tract 6203.01, Los Angeles County, California"	"06037620301"	"1038671"	"0"	""	""	4483	11178.63	0.40103313219984
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"620303"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6203.03"	""	""	"Census Tract 6203.03, Los Angeles County, California"	"06037620303"	"1158102"	"0"	""	""	4934	11034.43	0.447145701061163
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"620305"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6203.05"	""	""	"Census Tract 6203.05, Los Angeles County, California"	"06037620305"	"1265579"	"1275093"	""	""	6021	12321.88	0.488642804522646
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"620400"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6204"	""	""	"Census Tract 6204, Los Angeles County, California"	"06037620400"	"2567686"	"10360"	""	""	5156	5200.783	0.991389149293356
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"620501"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6205.01"	""	""	"Census Tract 6205.01, Los Angeles County, California"	"06037620501"	"2590361"	"0"	""	""	5899	5898.15	1.00014401611127
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"620521"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6205.21"	""	""	"Census Tract 6205.21, Los Angeles County, California"	"06037620521"	"644213"	"0"	""	""	4609	18529.98	0.24873204045733
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"620522"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6205.22"	""	""	"Census Tract 6205.22, Los Angeles County, California"	"06037620522"	"748359"	"0"	""	""	4748	16432.3	0.288943037573919
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"620601"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6206.01"	""	""	"Census Tract 6206.01, Los Angeles County, California"	"06037620601"	"1365682"	"0"	""	""	5841	11077.34	0.527292790545748
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"620602"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6206.02"	""	""	"Census Tract 6206.02, Los Angeles County, California"	"06037620602"	"1348736"	"0"	""	""	5432	10431.11	0.520749903088354
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"620701"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6207.01"	""	""	"Census Tract 6207.01, Los Angeles County, California"	"06037620701"	"1019068"	"0"	""	""	7651	19445.22	0.393464371263496
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"620703"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6207.03"	""	""	"Census Tract 6207.03, Los Angeles County, California"	"06037620703"	"577439"	"0"	""	""	3727	16716.72	0.222950453824496
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"620704"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6207.04"	""	""	"Census Tract 6207.04, Los Angeles County, California"	"06037620704"	"747423"	"0"	""	""	3720	12890.63	0.288581645938128
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"620801"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6208.01"	""	""	"Census Tract 6208.01, Los Angeles County, California"	"06037620801"	"1193767"	"0"	""	""	4019	8719.593	0.460916035132209
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"620802"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6208.02"	""	""	"Census Tract 6208.02, Los Angeles County, California"	"06037620802"	"1286519"	"0"	""	""	3434	6913.243	0.496727784066953
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"620901"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6209.01"	""	""	"Census Tract 6209.01, Los Angeles County, California"	"06037620901"	"873408"	"0"	""	""	2700	8006.53	0.33722472845434
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"620904"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6209.04"	""	""	"Census Tract 6209.04, Los Angeles County, California"	"06037620904"	"576178"	"413509"	""	""	2773	12464.96	0.222463578981833
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"621001"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6210.01"	""	""	"Census Tract 6210.01, Los Angeles County, California"	"06037621001"	"951843"	"0"	""	""	4575	12448.69	0.367508652549742
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"621005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6210.05"	""	""	"Census Tract 6210.05, Los Angeles County, California"	"06037621005"	"1148249"	"945338"	""	""	4587	10346.43	0.443341436330979
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"621102"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6211.02"	""	""	"Census Tract 6211.02, Los Angeles County, California"	"06037621102"	"543797"	"0"	""	""	3414	16260.15	0.209961204453457
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"621104"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6211.04"	""	""	"Census Tract 6211.04, Los Angeles County, California"	"06037621104"	"1048848"	"606445"	""	""	6975	17223.82	0.404962494034721
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"621201"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6212.01"	""	""	"Census Tract 6212.01, Los Angeles County, California"	"06037621201"	"1640288"	"0"	""	""	7601	12001.86	0.633318764411264
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"621204"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6212.04"	""	""	"Census Tract 6212.04, Los Angeles County, California"	"06037621204"	"1143203"	"1028847"	""	""	2769	6273.319	0.441393164755976
"ACSSF"	"ca"	"140"	"00"	""	""	""	"06"	"037"	""	""	"621301"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Census Tract 6213.01"	""	""	"Census Tract 6213.01, Los Angeles County, California"	"06037621301"	"1562902"	"0"	""	""	7160	11865.31	0.603439861497428
