Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A00002_001,SE_A00002_002,SE_A00002_003
"06037300602","Census Tract 3006.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"300602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3006.02",,,,3326,5764.985,0.576931244469086
"06037300701","Census Tract 3007.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"300701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3007.01",,,,4988,967.7634,5.15415206556942
"06037300702","Census Tract 3007.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"300702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3007.02",,,,5882,1332.435,4.41447412111562
"06037300800","Census Tract 3008, Los Angeles County, California","ca","140","00",,,,"06","037",,,"300800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3008",,,,7172,3047.213,2.35362596274577
"06037300901","Census Tract 3009.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"300901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3009.01",,,,5285,1970.117,2.68258231312269
"06037300902","Census Tract 3009.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"300902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3009.02",,,,2046,1206.581,1.695700134518
"06037301000","Census Tract 3010, Los Angeles County, California","ca","140","00",,,,"06","037",,,"301000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3010",,,,5552,7019.037,0.79099169571442
"06037301100","Census Tract 3011, Los Angeles County, California","ca","140","00",,,,"06","037",,,"301100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3011",,,,7140,13902.78,0.513566472122651
"06037301203","Census Tract 3012.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"301203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3012.03",,,,4042,19123.28,0.211365458063898
"06037301204","Census Tract 3012.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"301204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3012.04",,,,5018,31783.27,0.157881812579827
"06037301205","Census Tract 3012.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"301205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3012.05",,,,2102,7040.195,0.298571267511664
"06037301206","Census Tract 3012.06, Los Angeles County, California","ca","140","00",,,,"06","037",,,"301206",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3012.06",,,,5361,16760.63,0.31985669431673
"06037301300","Census Tract 3013, Los Angeles County, California","ca","140","00",,,,"06","037",,,"301300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3013",,,,1971,4382.303,0.449763473807601
"06037301400","Census Tract 3014, Los Angeles County, California","ca","140","00",,,,"06","037",,,"301400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3014",,,,3803,6227.035,0.610724065130804
"06037301501","Census Tract 3015.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"301501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3015.01",,,,1752,7512.158,0.233221929985776
"06037301502","Census Tract 3015.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"301502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3015.02",,,,7242,27749.17,0.260980745856738
"06037301601","Census Tract 3016.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"301601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3016.01",,,,5396,6190.717,0.871627590552543
"06037301602","Census Tract 3016.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"301602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3016.02",,,,3897,10241.84,0.380497901920781
"06037301701","Census Tract 3017.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"301701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3017.01",,,,2780,7876.946,0.35292866221774
"06037301702","Census Tract 3017.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"301702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3017.02",,,,6160,19244.22,0.320096077665225
"06037301801","Census Tract 3018.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"301801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3018.01",,,,5428,19735.1,0.275042973172076
"06037301802","Census Tract 3018.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"301802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3018.02",,,,5487,29667,0.18495298047713
"06037301901","Census Tract 3019.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"301901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3019.01",,,,4267,24242.24,0.176015101228268
"06037301902","Census Tract 3019.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"301902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3019.02",,,,3279,13384.39,0.24498684935992
"06037302002","Census Tract 3020.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"302002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3020.02",,,,3944,20316.38,0.19412908476796
"06037302003","Census Tract 3020.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"302003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3020.03",,,,3663,39999.18,0.0915768721708363
"06037302004","Census Tract 3020.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"302004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3020.04",,,,4055,30907.6,0.131197519061864
"06037302102","Census Tract 3021.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"302102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3021.02",,,,5888,14725.38,0.399853976157418
"06037302103","Census Tract 3021.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"302103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3021.03",,,,5089,23933.69,0.212629170482643
"06037302104","Census Tract 3021.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"302104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3021.04",,,,3662,16656.37,0.219855844891945
"06037302201","Census Tract 3022.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"302201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3022.01",,,,3785,19698.44,0.192147222303733
"06037302202","Census Tract 3022.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"302202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3022.02",,,,5146,26054.56,0.197508637105655
"06037302301","Census Tract 3023.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"302301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3023.01",,,,3656,13516.29,0.270488511915885
"06037302302","Census Tract 3023.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"302302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3023.02",,,,5487,22449.41,0.244416190345283
"06037302401","Census Tract 3024.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"302401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3024.01",,,,7303,13789.85,0.529592415099993
"06037302503","Census Tract 3025.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"302503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3025.03",,,,3878,30750.59,0.126111395110711
"06037302504","Census Tract 3025.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"302504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3025.04",,,,3783,25976.37,0.145632334976069
"06037302505","Census Tract 3025.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"302505",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3025.05",,,,4281,20686.16,0.206949993590704
"06037302506","Census Tract 3025.06, Los Angeles County, California","ca","140","00",,,,"06","037",,,"302506",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3025.06",,,,3375,9654.549,0.349576137032295
"06037310100","Census Tract 3101, Los Angeles County, California","ca","140","00",,,,"06","037",,,"310100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3101",,,,5207,1032.744,5.04190675786915
"06037310201","Census Tract 3102.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"310201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3102.01",,,,5293,12461.1,0.424761813568248
"06037310202","Census Tract 3102.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"310202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3102.02",,,,4972,14214.73,0.349778068469815
"06037310300","Census Tract 3103, Los Angeles County, California","ca","140","00",,,,"06","037",,,"310300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3103",,,,3089,7539.131,0.409728925384982
"06037310400","Census Tract 3104, Los Angeles County, California","ca","140","00",,,,"06","037",,,"310400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3104",,,,3483,6412.593,0.543150006872619
"06037310501","Census Tract 3105.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"310501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3105.01",,,,3725,4908.15,0.758941740270611
"06037310601","Census Tract 3106.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"310601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3106.01",,,,6584,16593.38,0.396784849968417
"06037310602","Census Tract 3106.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"310602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3106.02",,,,2794,8121.973,0.344005068749353
"06037310701","Census Tract 3107.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"310701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3107.01",,,,2366,11891.03,0.19897350875757
"06037310703","Census Tract 3107.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"310703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3107.03",,,,5030,13096.57,0.384070119243796
"06037310704","Census Tract 3107.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"310704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3107.04",,,,4298,22478.48,0.191205132996755
"06037310705","Census Tract 3107.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"310705",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3107.05",,,,2469,11481.81,0.215035745339361
"06037310800","Census Tract 3108, Los Angeles County, California","ca","140","00",,,,"06","037",,,"310800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3108",,,,5718,6931.831,0.824890308372085
"06037310900","Census Tract 3109, Los Angeles County, California","ca","140","00",,,,"06","037",,,"310900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Census Tract 3109",,,,6892,8214.567,0.838997323539723
